timestamp,class_base,x1_base,y1_base,x2_base,y2_base,class_rayo,x1_rayo,y1_rayo,x2_rayo,y2_rayo
2025-03-23_03-12-41,base,571,469,635,489,ray_from_above,683,36,707,467
2025-03-23_03-12-41,base,568,468,603,490,ray_from_above,3,38,70,487
2025-03-23_03-12-41,base,571,469,608,490,ray_from_above,3,39,70,488
2025-03-23_03-12-45,base,655,447,718,491,ray_from_above,679,33,708,504
2025-03-23_03-12-45,base,657,449,720,492,ray_from_above,678,33,708,501
2025-03-23_03-12-45,base,920,413,932,457,ray_from_above,876,35,932,482
2025-03-23_03-12-45,base,662,449,718,491,ray_from_above,677,28,709,498
2025-03-23_03-12-46,base,655,447,718,491,ray_from_above,676,31,710,498
2025-03-23_03-12-46,base,653,448,720,491,ray_from_above,677,31,709,499
2025-03-23_03-12-46,base,657,447,718,491,ray_from_above,677,25,708,494
2025-03-23_03-12-46,base,656,449,720,491,ray_from_above,677,30,710,499
2025-03-23_03-12-46,base,927,453,956,487,ray_from_above,871,36,938,489
2025-03-23_03-12-46,base,924,440,956,486,ray_from_above,871,36,938,489
2025-03-23_03-12-46,base,913,414,936,486,ray_from_above,871,36,938,489
2025-03-23_03-12-46,base,919,449,957,486,ray_from_above,871,36,938,489
2025-03-23_03-12-46,base,662,449,718,491,ray_from_above,678,29,708,497
2025-03-23_03-12-46,base,269,448,328,489,ray_from_above,248,33,308,489
2025-03-23_03-12-46,base,913,413,949,485,ray_from_above,872,36,937,488
2025-03-23_03-12-46,base,541,453,569,491,ray_from_above,463,37,567,489
2025-03-23_03-12-46,base,545,446,564,491,ray_from_above,463,37,567,489
2025-03-23_03-12-46,base,654,447,718,491,ray_from_above,677,31,710,495
2025-03-23_03-12-46,base,269,448,327,489,ray_from_above,248,34,307,488
2025-03-23_03-12-46,base,913,413,959,485,ray_from_above,871,36,937,489
2025-03-23_03-12-46,base,927,419,958,488,ray_from_above,871,36,937,489
2025-03-23_03-12-46,base,547,453,564,491,ray_from_above,463,37,564,490
2025-03-23_03-12-46,base,547,467,565,492,ray_from_above,463,37,564,490
2025-03-23_03-12-46,base,523,451,587,492,ray_from_above,458,36,572,494
2025-03-23_03-12-46,base,268,452,328,489,ray_from_above,249,34,307,489
2025-03-23_03-12-46,base,907,413,956,483,ray_from_above,872,36,937,487
2025-03-23_03-12-46,base,929,452,956,487,ray_from_above,872,36,937,487
2025-03-23_03-12-46,base,925,418,958,486,ray_from_above,872,36,937,487
2025-03-23_03-12-46,base,528,449,585,492,ray_from_above,459,37,570,493
2025-03-23_03-12-46,base,269,448,327,489,ray_from_above,249,34,306,487
2025-03-23_03-12-46,base,913,413,944,485,ray_from_above,870,36,939,487
2025-03-23_03-12-46,base,917,415,958,487,ray_from_above,870,36,939,487
2025-03-23_03-12-46,base,526,451,587,492,ray_from_above,459,36,571,493
2025-03-23_03-12-46,base,268,452,327,488,ray_from_above,248,34,308,488
2025-03-23_03-12-46,base,928,453,957,487,ray_from_above,871,36,938,488
2025-03-23_03-12-46,base,927,429,958,487,ray_from_above,871,36,938,488
2025-03-23_03-12-46,base,528,449,585,492,ray_from_above,459,37,571,490
2025-03-23_03-12-46,base,270,450,328,488,ray_from_above,249,34,307,487
2025-03-23_03-12-46,base,912,414,952,485,ray_from_above,871,36,939,488
2025-03-23_03-12-46,base,929,450,954,487,ray_from_above,871,36,939,488
2025-03-23_03-12-46,base,925,417,956,487,ray_from_above,871,36,939,488
2025-03-23_03-12-46,base,522,450,585,492,ray_from_above,459,37,571,493
2025-03-23_03-12-46,base,269,450,328,488,ray_from_above,248,35,308,487
2025-03-23_03-12-46,base,926,419,959,487,ray_from_above,870,36,940,488
2025-03-23_03-12-47,base,524,450,587,492,ray_from_above,459,37,571,494
2025-03-23_03-12-47,base,274,454,328,488,ray_from_above,248,35,307,489
2025-03-23_03-12-47,base,528,451,584,492,ray_from_above,459,37,571,491
2025-03-23_03-12-47,base,287,458,300,484,ray_from_above,251,33,305,485
2025-03-23_03-12-47,base,287,440,299,483,ray_from_above,251,33,305,485
2025-03-23_03-12-47,base,522,449,585,492,ray_from_above,459,37,571,492
2025-03-23_03-12-47,base,542,464,569,493,ray_from_above,462,36,569,494
2025-03-23_03-12-47,base,547,469,567,493,ray_from_above,462,36,569,494
2025-03-23_03-12-47,base,538,459,571,492,ray_from_above,462,36,569,494
2025-03-23_03-12-47,base,555,476,566,494,ray_from_above,461,36,571,496
2025-03-23_03-12-47,base,551,474,566,493,ray_from_above,461,36,571,496
2025-03-23_03-12-47,base,549,470,566,493,ray_from_above,461,36,571,496
2025-03-23_03-12-49,base,868,178,879,202,ray_from_above,842,36,882,200
2025-03-23_03-12-50,base,752,447,816,489,ray_from_above,642,35,793,490
2025-03-23_03-12-50,base,730,446,784,489,ray_from_above,622,36,774,490
2025-03-23_03-12-50,base,709,443,759,489,ray_from_above,602,36,749,489
2025-03-23_03-12-50,base,98,450,160,488,ray_from_above,124,22,157,490
2025-03-23_03-12-50,base,690,448,735,488,ray_from_above,575,37,723,489
2025-03-23_03-12-50,base,86,450,137,489,ray_from_above,101,35,134,486
2025-03-23_03-12-50,base,665,442,713,489,ray_from_above,559,36,709,488
2025-03-23_03-12-50,base,61,450,117,490,ray_from_above,83,33,113,484
2025-03-23_03-12-50,base,54,449,114,488,ray_from_above,75,36,104,486
2025-03-23_03-12-50,base,658,447,709,489,ray_from_above,558,34,697,486
2025-03-23_03-12-50,base,330,472,347,492,ray_from_above,303,37,342,503
2025-03-23_03-12-50,base,333,470,350,492,ray_from_above,303,37,342,503
2025-03-23_03-12-50,base,56,448,111,487,ray_from_above,70,37,104,486
2025-03-23_03-12-50,base,664,451,699,488,ray_from_above,550,34,696,489
2025-03-23_03-12-50,base,331,462,351,490,ray_from_above,304,36,341,492
2025-03-23_03-12-50,base,45,447,111,489,ray_from_above,68,37,100,488
2025-03-23_03-12-50,base,653,445,695,489,ray_from_above,545,34,692,489
2025-03-23_03-12-50,base,324,469,341,491,ray_from_above,299,37,339,498
2025-03-23_03-12-50,base,325,460,340,491,ray_from_above,299,37,339,498
2025-03-23_03-12-50,base,328,471,343,491,ray_from_above,299,37,339,498
2025-03-23_03-12-50,base,51,449,107,490,ray_from_above,68,37,103,491
2025-03-23_03-12-50,base,326,450,340,492,ray_from_above,301,36,339,498
2025-03-23_03-12-50,base,791,436,810,483,ray_from_above,718,37,814,487
2025-03-23_03-12-50,base,787,427,811,491,ray_from_above,718,37,814,487
2025-03-23_03-12-50,base,45,446,108,491,ray_from_above,67,38,100,488
2025-03-23_03-12-50,base,297,451,359,492,ray_from_above,293,36,341,502
2025-03-23_03-12-50,base,296,456,360,494,ray_from_above,294,36,342,499
2025-03-23_03-12-50,base,790,453,823,493,ray_from_above,716,37,815,494
2025-03-23_03-12-50,base,805,464,832,494,ray_from_above,716,37,815,494
2025-03-23_03-12-50,base,785,434,813,494,ray_from_above,716,37,815,494
2025-03-23_03-12-50,base,772,444,817,492,ray_from_above,716,37,815,494
2025-03-23_03-12-50,base,74,437,91,490,ray_from_above,70,38,99,490
2025-03-23_03-12-51,base,298,440,357,488,ray_from_above,293,36,341,489
2025-03-23_03-12-51,base,807,458,830,487,ray_from_above,715,36,816,486
2025-03-23_03-12-51,base,774,419,828,484,ray_from_above,715,36,816,486
2025-03-23_03-12-51,base,802,421,829,486,ray_from_above,715,36,816,486
2025-03-23_03-12-51,base,297,446,359,489,ray_from_above,294,36,341,491
2025-03-23_03-12-51,base,302,444,363,489,ray_from_above,296,36,342,491
2025-03-23_03-12-51,base,320,447,388,491,ray_from_above,318,36,366,493
2025-03-23_03-12-51,base,345,455,405,489,ray_from_above,340,37,390,493
2025-03-23_03-12-51,base,369,453,423,493,ray_from_above,359,36,408,493
2025-03-23_03-12-51,base,400,471,409,491,ray_from_above,369,35,410,494
2025-03-23_03-12-51,base,400,460,409,490,ray_from_above,369,35,410,494
2025-03-23_03-12-51,base,399,438,408,491,ray_from_above,369,35,410,494
